essay_id,full_text,score
6c99aa8,"This technology could be the next big thing.

In the article they tell us how ""using video imagery, the new emotion-recognition sofware tracks these facial movments-In a real face or in the painted face of Mona Lisa.

By weighing the different units, the sofware can even identify mixed emotions.""

It also gives examples of the what the pros are, such as ""a classroom computer coud recognize when a student is becoming confused or bored."" this was predicted by Dr.

Huang.

this would help many teachers figure out were exactly thier students are in thier classes and were they are confused just as the quote states.

It even gives insight onto just how powrful the program is with ""They even indicate the difference between a genuine smile and a forced one.""

With all the teen suicides and pressure from work and such this could be really benaficial twards getting to the scource and asking if thry are alright.

Again this code could be really great for students, giving us more insight into what they need and dont understand and then developing farthur into that.",3
a6a2e17,"Have you ever wondered what it would be like to have technology in your classroom, not just any technology but technology that can

read your emotional expressions? I mean some of us ""older students"" would be completly against this whole technology argument. I am completly against this Facial Action Coding System, I mean it could be a great idea for younger kids but honestly who would want a computer to basically figure out what their emotions are for that day? Honestly I think its going to be a waste of time and honestly a waste of money lets just be honest! What type of school system is going to buy this ""technology"".

The world of technology changes everyday, It changes when you're not even thinking about it. We use technology everyday from phones,to cars, and so many more. This is taking technology to a whole other level, this computer can detect rather you're happy or sad, depressed,mad. The crazy part about this whole situation to me is it feels like you're being watched. In pararaph 6, second setence, it states this ""For example, if you smile when a web ad appears on your screen, a similar ad might follow. It continues to say ""But if you frown the next ad will be dufferent. The fact that a classroom computer can tell all of this information is just UNBELIEVEABLE! The fact that a school would be interested in buying this technology but won't by proper school supplies to help their children is also unpredictable, VERY unpredictable. I am just thinking what if, you know the feeling you always get in your gut when something isn't sitting right with you? yeah that feeling .Well what if this whole technology is a good turn out but could end up being a scam, what if the whole server gets hacked, I mean I can go on all day about this Technology. I'm now worried about the kids. but its only my opinion and I can only voice so much about this whole Facial Action Coding System.

I Also feel like this system isn't fit for schools, Especially if they are considering puttin this in an elemetry school. Maybe they should put this in a college/university, a hospital so that people can get inspirational quotes. So there are pros and cons about the whole technology, but for it to be at a school with MINORS I'm just going to have to pass and be against it. Some students just like me or even younger might completly disagree or agree about my argument. I mean it do have good things about it such as; detecting if you're happy or sad, but the con about that is how will a kid even understand exactly how they feel, yeah everyone knows how they feel and everyone know their own emotions, but to have a computer detect it for you? what since does that make. And to even furter it in my opinion it's putting psychologists, counselors, doctors out of business If this computer/technology can do ALL of this, than whats the point of wasting money to see a professional? Yes, I am against it.",3
6d26aa9,"Car usage could easily help detoriate waste and pollutants from our air. If every person in the United States were to limit the use of their driving then most of he worlds pullution and green house gases would vanish. In Beijing, China, it's a common, everyday precedure to put on a medical mask to prevent ""dirty"" air into getting into their lungs with ease. If every single person on the planet were to reduce the amount of driving they had to do, if they started driving hybrids, if they began using cars that ran on vegetable oil or electricity, we could practically erase the damage that has been done to our ecosystem via pollution. It would take a while but I don't see why we couldn't attempt to make Earth a little greener.

According to paragraph 41 in article four, a quote, stated ""A study last year found that driving by young people has decreased 23 percent between 2001 and 2009...."" meaning that they had either carpooled or used a friendlier alternative to cars and the gaseous fumes they emit. If people were to start riding bicycles we could drastically change not only our planet and the ecosystem, but we could also fix our health.

Most American's rarely excercise and it's a common thing to be mildy obese to extremely and deadly overweight. We could easily begin a new generation of healthier teens and adults if we were to introduce healthy lifestyle habits whilst still at a young age.

Article one shows that a new study that has been developed has created a new town with fewer drivers and everything is available when you walk outside. Vauban, Germany has led a research team to see the impact that driving motor vehicles has on society. There are 5,500 people living in this ""rectangular square"" mile that ""may be the most advanced expirement in low-car suburban life"" if they could do it, why can't we?

Paris has temporarily banned driving due to smog. Article 2 has said that their French citizens would be fined 22-euro ($31) for driving/being in a car! Congestion had died down around 60% and it's said that the smog had rivaled Beijing, China, known as ""one of the most polluted cities in the world."" Diesel fuel has a large role to play in this, but maybe if one day we could find other resources to fuel our driving needs, we could restore this beautiful planet and its atmosphere to what it once was.    ",4
07f838d,"I think this technology might be helpful for students, but it could also be a bad thing. It could be good for students becase it would show how they really feel about the work so the teacher would know that their confused, bored, or angry. In the paragraph 3 it talks about what it is capible of in facial recognizion and how it could chage a lesson to better suit a student just by their facial expression. I also believe it could be a bad thing. For example would you like someone to know what you're thinking just by your exepression. Lets say your're talking to a friend of yours and they ask you what you think about their favorite song and you know its their favorite song, but you really don't like it all and you dont want to maybe hurt their feelings by saying what you really think, so you might say "" it's ok"" or ""not my style"". Now think if this technology was out there that you might not be able to do that, and you might not be able to hide how you really feel. That is why I think this technology could be a good thing and a bad thing.",2
99b9e95,"The Face of Mars is a natural landform and I'll tell you why. For many years we have been taking pictures and observing it to look at what it really was. We just got a new sattelite and we took the pictures. It's not what most of the media thinks.

The new pictures taken from the spacecraft show that it is clearly a mesa formed rather than an ancient artifact created by extra-terrestrial life. It was formed just like the landform would on earth and the pictures clearly show it's not even a face anymore. Everything adds up to mesa and the thought of ancient artifacts are pointless. There is no life evidence on Mars. You guys are called conspiracy theorists for a reason. The word theory is a guess. This isn't a guess. At NASA we figured out it is a mesa landform and have proof.

That is why you are wrong and no other theory could counter our results. Science facts against a civilian's thoughts, facts win. Science prooves yet another thing on another planet. HD pictures are hard proof that it is a natural landform.",2
0980c17,"Dear Senator,

While it is unfair, the Electoral College should still be used. There are some problems with the way it works, but it would still be easier than having presidential elections by popular vote.

One of the reasons why the Electoral College should still be used is the certainty of the outcome. A dispute over the outcome of an Electoral College vote is possible - it happened in 2000 - but it's less likely than a dispute over the popular vote. The reason is that the winning candidate's share of the Electoral College invariably exceeds their share of the popular vote. Because almost all states award electoral votes on a winner-take-all basis, even a state creates a landslide electoral-vote victory in that state. A tie in the nationwide electoral vote is possible because the total number of votes - 538 - is an even number, but it is highly unlikely.

Secondly, the Electoral College restores some of the weight in the political balance that large states (by population) lose by the virtue of the mal-apportionment of the Senate decreed in the Constitution. So, other things being equal, a large state gets more attention from presidential candidates in a campaign than a small state does. The Electoral College also avoids the problem of elections in which no candidate receives a majority of the votes cast. There is pressure for run-off elections when no candidate wins a majority of the votes cast; that pressure, which would greatly complicate the presidential election process, is reduced by the Electoral College, which invariably produces a clear winner.

At the most basic level, however, the Electoral College is unfair to voters. Because of the winner-take-all system in each state, candidates don't spend time in states they know they have no chance of winning, focusing only on the tight races in the ""swing"" states.

Aside from it being a little unfair, the Electoral College does its best to elect a President, which is why it should still be kept.    ",2
30b1d9b,"No one wants to wach ads but wouldnt they be more intresting if there was a way they could relate to us more. In the article ¨Making Mona Lisa Smile¨by Nick D´Alto he talks about a way that a coding system can read our emoitions.

In the text they talk about a program called Facial Action Coding System that will use our emotions to make our experience with technology better.

The technology to read the emotional expressions of students in a classroom is valiable because ads can be more personal, it can help keep students more intrested, and can make animated faces more expressive.

Ads are an example on how the Facial Action Coding System can be valuable. In the text it states ¨For example, if yoy smile when a Web ad appears on your screen, a similar ad might follow. But if you frown, the next ad will be dirffent.¨ (D´Alto).

So if a student is doing somthing on a computer and an ad pops up for a math game and he dosnt like it the next ad could change to a math game that he does help.

The ads coud help the student find a game that can help him learn. Ads and keeping the student mare intrested are ways the Facial Action Coding System is valuble.

Keeping the students intrested is also another way the Facial Action Coding System can be benifical to a student. In the text it says ¨A classroom computer coud recognize when a student is becoming confused¨ (Dr. Huange).

If it could reconize that then it could modifiy the lession.

The lession would be better for a student and also it would be like having a teacher right next to you teaching you in the way you learn best.

Keeping the students intrested is anothe way the Facial Action Coding System can be valiuble but there is one more example.

The Facial Action Coding System can make animated faces more expressive.

The author states ¨ The same technology can make computer-animated faces more expressive¨ (D´Alto).

When taking an online corse if a animated faces could be more expressive it would make the student more involved.

Also it could make the student feel like they have some one to help right next to them.

This is how making animated faces more expressive can help students in a classroom.

This is how ads can be more personal, it can help keep students more intrested, and can make animated faces more expressive help support the claim that the use of emotinal reading technology can be valuable for a student.

By making things more personal.

Also by keeping the student intrested so they dont get side tracked. Finaly by keeping the student happy.

Wouldent you want a more presnal expericence when learning to help keep you intrested and more involved?    ",4
4e15bea,"Why do we keep this despised method of choosing the president when 60% of American citizens want a popular vote instead? This is an outdated method and viewed as anachronism by many. While some say that it creates a more stable outcome, it is a ""winner-take-all"" system where not everyones votes count. The election of the president should be based on popular vote because it is unfair that not everyones votes count, their is a chance of a tie breaking out, and the disaster factor because so much could go wrong. Although it seemed like a good idea at the time, it is unfair and irrational to all voters in the United States.

It is injustice that not everyones votes count under the Electoral College. The process of the Electoral College consists of the selection of the electors, the meeting of the electors where they vote for president, and the counting of votes by congress. Voters are directly related to this because the popular vote of a state usually gets the electoral vote of the state. This is good for the majority but what about the minority. The Electoral College is a winner-take-all system so their voice does not get heard. If a voter is democratic in Texas it would be a waste of time voting, because  most of texas is republican and the 38 votes would go twords a republican. If it was based on popular voting then the minority would get a say and could help.

One of the most worrying situations is the prospect of a tie in electoral votes. Because the Electoral College is made up of an even 538 electors, Their is the possiblilty of a tie. If that were to happen, then the electin would be thrown into the House of Representitives, where state delegations would vote on the president. This would be a problem because some states, such as Wyoming, would only get one or two votes but others, like California, would get more than thirty. Also, the House of Representitives would vote for the canidate they want, not reflecting the will of the people at all. If a tie seems unrealistic, just remember in 1968, 41,971 votes would have created a complicated mess.

Moreover, their is the disaster factor, Their are many problems and kinks in the system and some of these can destroy the system. The worst one we ever expiriednced is the recounts in Florida in 2000. The state legislature could always pick electors that will defy the people. In 1960, the Louisiana state legislature almost changed Democratice electors with ones that would vote againts John F. Kennedy. Also in 1960, Hawaii sent two states of electors to congress. Perhaps the worst is a party's canidate casting a vote for whomever they please, ignoring the people. This is one of the biggest downsides of the Electorial College.

The Electorial college is no longer usefull or democratic. If instead we vote the president on popular vote we won't expirience the unfairness to voters, the problems of a tie, or the disaster factor. It can help in some situations but for the most part is spurious at best. The Electorial College is outdated, unfair, and non- democratic and should be replaced by a popular vote.    ",5
8e9109b,"The role a car plays in the life of an individual has made changes through out the years. There never was a significant meaning to having a car; it just meant having a vehicle that can get you from point A to point B. As the human society continues to progress with the creations of technology, the use of cars has diminished greatly in different parts of the world. Not being able to use a car seems like there is no bright side, but there are actually many advantages on limiting car usage.

The United States always had this recognition of being one of the world's prime car cultures. ""The first Model T cars were born in the U.S. It has also been the place where Wilson Pickett immortalized 'Mustang Sally."" President Barack Obama identifies in the article,

The End of Car Culture, his dreams for the U.S ""to curb the United State's geen house gass emissions will get a forturious assist from an incipent shift in American behavior."" Going back to the article as reference, studies show ""americans are buying fewer cars, driving less, and getting fewer licenses as each year goes by... as of April 2013, the number of miles driven per person was nearly 9 percent below the peak... there was also a drop in percent of 16- to 39- year olds getting a license."" The cause of the downfall in car usage can be pointed towards a few factors; internet making telecommuting possible, the renewal of center cities, and the rise of cellphones and car-pooling apps. It is not because society assumes cars are becoming of no use, the role of technological improvements are making things a lot easier than how things were in the 1960's. The United states has the option of using cars or not, in other places like Paris, the option to drive has become a choice made out of a person's own power.

Paris, France is a location that anyone dreams of visiting. The city is beautiful but the levels of smog have made it impossible for people to enjoy the views of the city. According to the article,

Paris bans driving due to smog , ""it has been enforced to the citizens of a partial driving ban in order to clear the air... people were ordered to leave their cars at home or suffer a 22-euro fine which is $31 in the United States."" The way things are organized in Paris goes by a person's license plate number. In correlation to the article, ""congestion was down 60 percent in the capital of France, after five-days of intensifiying smog."" However, not all of the cars used in Paris, France were banned. Those cars that are plug-ins, hybrids, and cars carrying three or more passengers were allowed to roam the street of Paris. A good majority, 67 percent, of vehicles in France are made up of diesel, and that kind of fuel were the ones to blame since gasoline was not in favor in a city like that one. In the same way, places like Bogota, Colombia, had similar situations as the peolpe that live in France.

In the country of Colombia there has been a day dediated to doing things with no car; it's a car-free day. In contrast to how banning driving is in Paris, Bogota, Colombia has everyone participate in this 24 hour event. If a person were to violate the rule they are to face $25 fines. The article,

Car-free day is spinning into a big hit in Bogota, explains that ""millions of Colombians hike, bike, skate, or take buses to work during the car-free day."" Just like the goals in Paris, Colombia has goals to promote alternatice transportation and reduce smog. A businessman, Carlos Arturo Plaza, explains ""it's  good opportunity to take away stress and lower air pollution."" No one would everythink that driving is as stressful as going to work. When put into mind, things begin to make sense. The early mornings of road rage people encounter makes their entire day a little more stressful than what it should be. Driving is a wonderful advantage but there is always more than just a car. Colombia's main goal, as expressed in the article ""is to promote alternative transportation and reduce smog.""

In the end of it all cars have always been in the making; trying to find new ways to improve and modernize. Although cars may have had significant meanings in the older times, as society continues to prosper in technological making, cars are beginning to be identified as material objects that are not as important. They are just in use for people to get from one place to the next when other things are not working.    ",5
89f8fab,"Dear state senator,

""It can be argued that the

Electoral College method of selecting the president may turn off potential voters for a candidate who has no hope of carrying thier state-Democrats in Texas, for example, or Republicans in California. Knowing their vote will have no effect, they have less incentive to pay attention to the campaign than they would have if the president were picked by popular vote.... But of course no voter's vote swings a national election, and in spite of that, about on-half the eligible American population did vote in [2012's] election. Voters in presidential elections are people who want to express a political preference rather than people who think that a single vote may decide an election....""-

""paragraph 23"" ""In Defense of the Electoral College: Five reasons to keep out despised method of choosing the president""-by Richard A. Posner

If the president was elected by popular vote then the voting would truly be up to the people and not electoral votes given to each state. that puts a limit on it. If the president was choosen by a popular vote then it would be more of a demacratic society like we are expose to be. A Electoral college is not democratic at all the people aren't voting for the president directly and they dont even use the peoples votes in the count. If they do they count it less then they do when the state representitives elect the president. the only true way to see ""what the people want"" is by switching to only a popular vote: it is ran by the people, voted by the people, based by the people. haven't you ever heard the term "" Give the people what they want.""? Well what are we waiting for? It's time to change our voiting systems and fast before we hit a whole in the Electoral College. The constitution states ""We the People"", what happened to the people when it comes to voting, we get to vote but we aren't voting for the president (directly) like they have the U.S. citizens thinking. We are voting for someone to hopefully vote for our choice. My only question to you senator is, why hasn't the Electoral College been abolished yet? The people even know that their vote will have no effect right now, like it says in paragraph 23, source 3 ""knowing their vote will have no effect."" Last I checked the peoples vote is expose to have the whole effect... thank you for you time senator. I hope to see changes soon!!             ",3
eee709e,"People have said that driver less car is a good idea and I disagree.I am here to talk about all the bad thing and why we should not be using them for the future. First,

because they are only legal in certain state. Second, they are prone to malfunction while it is driving.Finally, the driver less cars can't performe complicated task.

My first reason why we should not have driver less car, is that it can cause a lot of problems in the states. First of all semi driver less cars are only legal in places. The cars is limited to those places also. It can cause problems for the states in a wreck because they would not know who to blame. Manufacters have said that the cars a improving on reliability, but we dont know how much it have improved.

Second, drivers car have malfunction all the time. These malfunction can cause accidents and money. In the story it said that people can get bored and forget that the car can't opperate in complicated situation. It wil also be hard to fix a malfunction car; which means it will cause you more money. Bmw have said they have tested the cars and the perfromed well, but the haven't studied them for a long period of time for more information.

Finally, Driver less cars may drive for a long time but the cant perform well when its in a complicated cituation. Studied have showed that these cars need to improve on it perfoment. The improvement are crucial because it makes the drivers safer, but these improvments are hard to make. If you have a driver in a car he would pick up on stuff quicker than the driverless cars.

In conclusion, we need cars that can to do complicated task, to do that you will need a person to drive. Second these cars are only legal in certai places. These places have laws that the cars should follow. We also need the driver les cars to improve. If we don't have these improvements then we will have problems.   ",4
812bb51,"The author of ""The Challenge of Exploring Venus"" suggests that exploring and studying Venus must be done despite the dangers. They support this idea by stating how similar Venus is to Earth and that Venus could have been like Earth many years ago. They don't ignore the dangers though.

The author makes a point to mention the dangers of conducting research on Venus with statements like ""almost 97 percent carbon dioxide,"" and ""highly corrosive sulfuric acide in Venus's atmosphere."" They still combat this with reasons to continue though with statements about how similar it is to Earth, and that it ""could have supported various forms of life"".

Venus could have supported life forms and we might be able to research them if we were able to get to them. The author brings up computers that are entirely mechanical. these computers could be build to withstand the intense conditions of Venus. It is possable for us to research Venus further but how many lives is that worth? Our Author did a great job at informing us, but they didn't give us enough reason to make it worth the risk to research Venus.",2
6c8d81c,"The Facial Action Coding System is a new descoverage of the scientifics. This new descoverage can help in some situation. It can help in many situations with the acception of the person. Fothermore it could be and not helpfull used in school. FACS can be used in school for knowladge.

In school can be used for give a lesson,because it will give examples of muscles on your face, for example on of them can be orbiculris. It can teach the kids that good to show they emotions and how they show them and how they muscles act when they do them. Fothermore it can show the students that they muscles not only express emotions they can make them to. Also this can help with students that have problems in they houses and they try to hide they problems, It can be also used for bullying to see why kids are quiet and scared. This experiment it can be help in differents part of the country no only in schools, it can help for example in hospitals, to see how the people that can't move they face or have a muscles problems can tell how they feeling. It's always important to know how other person feel about, because if they sad or angry make them laugh so they can have a big smile in they faces.                  ",2
7707835,"Would you be willing to figure out what is going on in Vebus? In the articule The Challenges of Exploring Venus there are scientist that want to find more about Venus. Venus is referred to as Earth's ""twin"". Would you be willing to explore or send Items to explore Venus, so we can know more about it?

Its would be amazing if NASA could get samples of the rock, gas, and other things on Venus. The reason it would be amazing is so that we can know how Venus is just like our earth they call Venus Eath's ""twin"" so it would be amzaing if they had a lot more in common. NASA is willing to send people there but the only problem is that it is to hot there for people to go there and land there and take samples. The only way NASA said they could send people was if thyey could hover over Venus at about thirty miles or so, that is about how high a jet airplane fly. NASA would like to make things so that humans do not have to risk there lives to get samples so NASA is making some things in the articule it says this

""NASA is working on other approaches to studying Venus. For example, some simplidied electronis made os silicon carbide have been tested in a chamber simulatiing to chaos of Venus's surface and hahve lasted for three weeks in such conditions""(7). Nasa finally thinks they have found somethng they could use that was made a lon time ago. it is called the mechanical computer the device was first envisioned in the 1800s and played a important role in the 1940s during WWII. the reason scientist believe they can use this is because the device makes calculations by using gears and leavers and do not need electronics at all, so they are saying systems that use mechanical parts can be made more resistant to pressure, heat, and other forces.

After all would you decide to help out and figure out more about Venus? Scientist are doing a great job so far with everything they are figuring out about what could be more helpful to them. They also know that is can be safe for them to hover over Venus instead of landing on it and having a horrible tragidy. They have a lot of leads of what they can use and lets hope he can find more out about Venus in a couple of years.",2
1961fb2,"In ""The Challenge of Exploring Venus""the author persents the topic on how the study of Venus is a worthy pursuit despite the dangers it persents.

There are lots of thing to be leared about Venus so many things to elopre and discover. But there are aloso losts of dangers as well. For examlpe in the text it raeds,""Venus has the hottest surface temperature of any of the planets in our solar system"", high heats in extermily dagerous thats one of the aine reasons Venus is hard to explore and have so many dificultys trying to learn more bout the plant its self. Another example as to why the study of Venus is difficault is its living coditions for examle in the text it states,""a thick atmosphereof almost 97 percent carbon dioxide blnkets Venus""this making it hard to even try to have a living thing on Venus. another exaple is in the text it states,""Even more challenging are the clouds of highly corrosive sulfric acid in Venus's atomophere""this adding on the the reasons as to why its difficult to even get close to evaluate data.

All though there are many more reasons and exaples on to why Venu is a worthy peruit despite the dangers it presents these are a few of the exampls and resons.",2
cfa17b8,"Driveless cars, doesn't that sound like a splendid idea? I mean, think about it, a car that will drive itself and take you basically anywhere you please to go. Now, I know you may be thinking, ""but don't we still have to do other things in order for this to work out and better technology?"" The thing is we've had the tech for it since the 1980's and have been developing it ever since. So, are you all about the driveless car as I am?

Driveless cars are more and more of a thing now a days and it's progressing, more car companies want to invest in it as well. The thing about them is that they still need more time to be able to perfect it or at least maintainable for drivers to have. They're putting in new technology so it can be able to drive smoothly and carefully 100% of the time and so all you have to do is look at the road and take over whenever you need to. In the article ""Driveless Cars Are Coming"", he mentions that now the car can drive itself and be good over 90%. 90% is a lot if you think about it, 90% of the time the car is driving smoothly and carefully and everything. You don't have to worry about a thing, it has all the sensors and everything to detect and near by cars or accidents so you can take over to drive around or avoid holes or something.

But there are some downsides to having driveless cars. For example, there could be a malifunction with the cars system or there could be a system over ride. You never know what could happen is any of these things were to accure, so you also have to be safe about autodrive, as I like to call it. If there were an accident to ever accure or happen there would be problems on who to pin the blame on, either the driver or the manufacture. They wouldn't be certain because it can either be driving itself or the human could've done the error. But, they're still working on improving it and making it more persist and steady.

In conclusion, are you with the whole, driveless cars yet, because I am Mainly because I like the idea of being able to be driven around and how they can take us to our destination without having to do anything besides look at the road. Even so, it isn't that hard of a task to take over and drive for a couple of minutes if a contruction is going on or an accident happens.",3
812f0ba,"In the article ""The Challenge of Exploring Venus"" the author writes about the idea of exploring Venus. The author mentions many obstacles, that make the exploration of Venus hard, but he also talks about why it is important for us to explore the planet.

One of the most important reasons, to explore Venus, is the fact that Venus could once have been the most Earth-like planet in our solar system. The author writes

""Long ago, Venus was probably covered largely with oceans and could have supported various forms of life"". The author also brings out the fact, that Venus can sometimes be our nearest option for a planetary visit.

In Paragraph 8 the author writes about how exploring the planet would not just be for the information, but to feed the curiosity that humans naturally have. According to the authors opinion, if we can defeat the problem that is exploring Venus, we will be more confident and innovative facing equally intimidating endeavors in the future. The author expresses his opinion about exploring by saying

""Our travels on Earth and beyond should not be limited by dangers and doubts but should be expnded to meet the very edges of imagination and innovation.""

So in Paragraph 4, when the author says ""The value of returning to Venus seems indisputable"" he means that the insight we would gain and the satisfaction of feeding our curiosity makes Venus a worthy pursuit despite the dangers. I truly hope,that the challenge of exploring Venus will be defeated, because it could possibly change the way we see our World.   ",3
8f8a629,"The ""technolgy to read students"" is a great idea because, it could help many students and teachers know when it is time to stop and when it is time to begin. Some students can't focus has long has other students can.

""Technology to read students"" knows when a student is bored. This is great because, if a student is bored during a lesson then you know the lesson isn't helping them. It will also help teacher out to pick a diffrent assignment or move on to something else. If the assignments are boring it looks bad on students and also the teacher, because nobody is getting work done. So technoly that reads students would help out big time.

If technology knows when you are mad, or frustrated the computer would know that and the computer would alert the teacher then, the teacher would know you were probably frustrated because you were struggling. Say a student was scared or nervous to ask the teacher for help, the teacher would get the alert from the computer saying the student is frustrated.

Last, technology will tell you if the student is happy. This will help because, if students are happy with an assignment that means they are getting it and they know what they're doing. The teacher will get an alert saying students are haptpy then that means they are enjoying the assignment or lesson. If everyone is happy it looks good on students and teachers.

""Technology reads students"" is a great idea because, it would help so many people out in school. It would lead to better test scores. More money for teachers. If technology coud read students, it would be a great source!         ",3
4af77e9,"My name is Luke Bomberger and I honestly believe you should join the Seagoing Cowboys program. In the program you can stay on until you are at least 18 years of age. Joining the sea cowboys is a way to go on many journeys through out your lifetime. It is a way to learn different types of animals and, since I used to work on a farm I can help you feed the animals if you need any help. Even though im above 18 I still want to stay on the program with all of the new followers but, I did have to be drafted in 1947.

When I was traveling across the sea I got to see Europe, China, the Acropolis in Greece, Venice, Italy, Crete, and Panama Canal on my way to China. I had very rough times at night watchmen, one time I was going to go and feed the animals and I fell down the slippery stairs, it didn't hurt to bad but I did feel alot of pain. We also had a fun time on board playing baseball and volleyball. After all of the animals had been feed and put to bed we also played table-tennis, boxing, fencing, reading, and whitling. As the time went by it is always ttime to go to bed because when we were playing the games time had been flying.

Joining the Seagoing Cowboys was a great decision. After I had quit my two half-time jobs, banking and working at a grocery store my friend Don had asked if I wanted to join the Seagoing Cowboys. It was as fun as it gets having a friend aboard that I was able to talk to. Joining the Seagoing Cowboys was a great opportunity to help me see everyone elses needs in other countries. So if you ever want to talk stop by my house where I have very many vistors each and evrey year.             ",3
72908ff,"I disagree, I feel that the Mona Lisa wasnt really expressing 83 percent happy, 9 percent disgusted, 6 percent fearful, and 2 percent angry, she looked like she was just posing for a picture or to be drawn, you cannot just look at somebody and tell what kind of emotions their expiriencing even if you do studies, it could just be thats how she is as a person all the time. The author uses facial feedback theory of emotion, saying not only does moving your facial muscles just express emotions , it may also even help produce them. They say that faces dont lie but anyone can fake emotions she was just taking a photo or was posing to be drawn they could have just made a conclusion stating she was 100 percent happy, I mean she was being drawn which means she must have been one of the best looking women around or something was good about her and only her, and her face drawing is now one of the most known pieces of art ever created. In the drawing it looks like shes outside so it could be the lighting or something around her that is causing her face to look like that. Its also hard to tell what kind of emotions shes having because she doesnt have eyebrows, the reason I say that is because most people raise or lower their eyebrows when they are trying to make their emotions noticable, so the main thing people can see about her emotions are her lips they look happy but its like a half smile, but the writer claims she is 83 percent happy, it seems much less than that. Her eyes look like she is staring at someone, not dissapointed.",1
b6ad252,"The studing of Venus is worthy pursuit despit the dangeres because Venus it is one of the brightests points of light in the night sky. Venus is often refered as Earth's twin. Venus is 97 percent carbon dioxide. It challanges for clouds of highly corrosive sulfuric acid in Venus's atmosphere.

Venus is one of the brightest points of light in the night sky, it makes it easy for an amateur stargazer to be spotted. Venus is the second planet from the sun, Venus is easy to see from eaths veiw point.

Venus is offten refered to earths twin because it is the closest to earth by size and density. The speed when they orbit differently around the sun.

Venus is about 97 percent of carbon dioxide. It challenges clouds of high corrosive sulfuric acid in the atmosphore of Venus. The tempature on Venus is over 800 degrees Fahrenheit, also the presssure of the atmosphere is 90x greater then what we have here in our own plant.

The studing of Exploring Venus is a worthly pursuit besides the dangers such as Venus is at one of the brightest night point in the night sky.

Also Venus is often referd as earths twin. Last but not least Venus is 97 percent of carbon dioxide.   ",2
4f99ca1,"Cars have been around for awile now and they seem to have developed into our everyday lifestykes. But for some countries there is no such thing. Having limited car usage can be great in some cases. It could really help the envirorment effectiviely, Provide less funds for people, and even challenge companies to pursue a bigger idea than just cars.

Our ecosystem is in dangered. All of the pollutio and waste that people put into the air needs to stop. The idea of having imited use of cars can provide a healthy and great looking earth. In the article by Robert Duffer ''Paris bans driving due to smog'' we see the understanding that paris can help support the idea for having limited usage of cars. ''After days of near-record pollution, Paris enforced a partial driving ban to clear the air of the global city'' a sentence stated in the article. Paris typically has more smog than other european captials. ''Last week Paris had 147 micrograms of particulate matter (pm) per cubic meter comparied with 114 in brussles and 79.7 in london''. With nobody driving their cars for a day, they managed to clear up alot of smog and make the earth look healty again.

Having the idea for limiting car usage can also have a very big impacted on people financal funds. its common sense. Not having to pay for gas, car insurance, car payments, and even mechanical payments as well. And having not having to pay so much of those bills can provide person with a greater amount of cash in their pocket. But there can be a down side to not having a car also. Cars are made to get a person from one place to another and if there isnt any transportation how are you supposed to go to work or make some food stops. The solution is simple. Ride the bus, Walk, Bike, get some exercise for once, thats the biggest reason why america is  so lazy.

Car compaines such as Ford, Dodge, Toyota all compete with one another. But as the days go on by. Studies state that less and less people are buying cars. In the article ''The end of the car culture'' by Elisabeth Rosenthal states that Americans are buying fewer cars, driving less and getting fewer licenses as each year goes on by. This has left researches pondering a fundamental question: Has america passes peak driving? My answer would simply be, No america has not passed peak driving, but how can you by a car and pay a buncg of bills with no money? Thats my question. People dream of cars everyday. Wishing they could drive a brand new converible Ferrari to school. But welcome to reality, were that really doesnt happen. And are economy does not help it one bit. ''at the Mobile Congress last uerar in Barcelona, Spain, Bill Ford, executive chairman of the Ford motor company, Laid out a business paln. Discussing things like trying to collab with the telecommunications industry''. This could be and opening for are future. It could save times around a city and ensure that its also safe at the same time.

In conclusion the advantages of limiting car usage can provide the earth, the earth, the people, and Finance to be nice, beautiful, and simple. But nothing can happen if we ont act now.                                                            ",3
2805912,"Car accidents are one of the leading causes of death in America. With driverless cars, these accidents would be far less frequent. They have faster reflexes than any human. Also, once they are fully developed, accidents resulting from texing and consumption of alcohol will be a thing of the past.

In 1980, speed sensors were put on the wheels of cars to create antilock brakes. Since then, they have been further developed to sense dangerous situations and react to them. They can apply brakes and reduce engine power in a much faster manner than any human could. As this technology develops, cars will become much safer and more capable of handling situations on their own.

Most car accidents are caused by human fault. People consume alcohol, use drugs, are distracted by their phones, eat, and sometimes simply don't pay attention. With driverless cars, these things wouldn't be an issue. When driverless cars become fully developed, people can endeavor in whatever mindless activity they choose and not hurt anyone on the road. Road rage will become less of a problem. Speeding will be a thing of the past as well as many other traffic violations.

Driverless cars are a great idea. They will make the road a safer place and will be more convenient for people who like to multitask. The judicial system won't have to waste time and money dealing with traffic violations. All around, these would be benficial and I can't wait for them to be a part of our everyday lives. ",3
